title,tanggal,waktu,content
"Politik Jawa Barat Memanas! Malam Ini di Rakyat Bersuara ""PANGGUNG TERKINI, RK DIBIDIK, DEDI MULYADI DIKRITIK"" bersama Aiman Witjaksono, Farhat Abbas, Toni RM dan Para Narasumber Kredibel La",15 April 2025,18:45 WIB,"Panggung politik Jawa Barat makin panas! Sorotan publik kian tajam tertuju pada dua nama besar Ridwan Kamil dan Dedi Mulyadi. Keduanya adalah tokoh dengan pengaruh besar, namun kini tengah diterpa isu yang mengguncang citra dan elektabilitas mereka. Dalam episode terbaru Rakyat bersuara bersama Aiman Witjaksono, Farhat Abbas, Toni RM dan para narasumber kredibel lainnya akan membahas permasalahan yang mendadak menjadi perbincangan hangat di kalangan masyarakat. Ridwan Kamil sebagai mantan Gubernur Jawa Barat tengah diisukan memiliki hubungan spesial dengan seorang model majalah dewasa bernama Lisa Mariana. Meski pihak RK belum memberikan klarifikasi resmi, netizen mulai berspekulasi soal dampak elektoral dari isu ini. Di sisi lain, Dedi Mulyadi Gubernur Jawa Barat juga tak luput dari sorotan. Dedi dikritik banyak kalangan atas sejumlah kebijakan yang dinilai tidak berpihak pada rakyat. Meski begitu, Dedi mengaku menerima kritikan dengan baik. Dinamika panas ini membuat peta politik Jawa Barat bergerak dinamis. Isu pribadi dan performa kepemimpinan kini menjadi bahan bakar utama yang mempengaruhi persepsi publik.  Lantas, apakah Ridwan Kamil kembali berhasil keluar dari pusaran isu pribadi? dan Mampukah Dedi Mulyadi meredam kritik dan kembali mendapatkan simpati rakyat Jawa Barat? Saksikan perkembangan panas panggung politik Jawa Barat Malam ini dalam Rakyat Bersuara ""PANGGUNG TERKINI, RK DIBIDIK, DEDI MULYADI DIKRITIK"" bersama para narasumber, Toni RM-Praktisi Hukum, Farhat Abbas-Praktisi Hukum, Lely Arrianie Napitupulu-Pakar Komunikasi Politik LSPR, Hendarsam Marantoko-Politisi Gerindra, dan Saepul Bahri Binzen-Bupati Purwakarta, Pukul 19.00 WIB, Live di iNews. (Khafid Mardiyansyah)"
Idrus Marham soal Prabowo Ajak Dialog Tokoh Kritis: Bukan Strategi Politik Semata,13 April 2025,18:13 WIB,"JAKARTA– Wakil Ketua Umum Partai Golkar, Idrus Marham, memuji langkahPresiden Prabowo Subiantoyang membuka ruang dialog dengan sejumlah tokoh kritis. Pendekatan ini, menurutnya, mencerminkan kepemimpinan yang terbuka dan otentik. ""Ini bukan strategi politik semata. Ini sikap tulus seorang pemimpin yang ingin mendengar langsung berbagai pandangan, termasuk kritik tajam,"" ujar Idrus dalam keterangannya, dikutip Minggu (13/4/2025). Pertemuan Ketua Harian Partai Gerindra, Sufmi Dasco Ahmad, dengan pengamat Rocky Gerung dan beberapa tokoh pemikir, menurut Idrus menjadi langkah awal membangun komunikasi lintas pandangan. Menurutnya, ini adalah bentuk kepemimpinan yang menjadikan dialog sebagai kekuatan. Idrus melanjutkan bahwa yang sedang dibangun oleh Prabowo bukan hanya koalisi politik, tetapi juga koalisi pemikiran, karena ruang dialog kritis yang terbuka penting untuk bertukar pandangan yang saling memperkaya kebijakan. ""Koalisi tidak harus soal kursi atau jabatan. Tapi bisa dibangun lewat pertukaran ide dan visi,"" ujarnya. Ia menilai bahwa membuka pintu dialog dengan berbagai kelompok menunjukkan keinginan kuat untuk merajut harmoni dalam perbedaan. Dialog dengan tokoh-tokoh kritis merupakan hal penting untuk menjaga keseimbangan antara rasionalitas dan nilai kebangsaan ""Bangsa ini besar karena perbedaan. Kalau semua diajak bicara, semua akan merasa dilibatkan,"" tambahnya. "
"Hadapi Tarif Trump, RI Harus Siapkan Langkah Politik Bukan Sekadar Negosiasi",10 April 2025,07:50 WIB,"JAKARTA- Guru Besar Ilmu Ekonomi, Didik J Rachbini menilai tarif impor yang dikenakan Presiden AS Donald Trump lebih kuat nuansa politik dibanding ekonomi. Oleh karena itu, dirinya berharap respons pemerintah terhadap keputusan Trump setara dengan politik juga. “Sekarang dalam situasi terguncang-guncang dan gonjang ganjing karena ulah satu orang yang berkuasa (langkah politik) yang berlaku bukan lagi teori ekonomi tetapi politik,” tulis Didik yang juga Rektor Universitas Paramadina, Kamis (10/4/2025). Memang, kata Didik, sejatinya 80% atau lebih dari ekonomi adalah politik. Sebaliknya, dua pertiga atau lebih dari politik adalah ekonomi. Karena itu, analisa teori ekonomi dari pendirinya Adam Smith adalah analisa ekonomi politik, yakni bagaimana kekayaan diciptakan, disistribusikan dan dipengaruhi secara politik dan ekonomi  antara pelaku ekonomi individu, pasar dan pemerintah. Menurut Adam Smith kesejateraan bisa terwujud karena interaksi  pelaku individu, pasar dan pemerintah.   Sistem Merkantilisme yang mengutamakan proteksi dan intervensi negara tidak akan menciptakan kesejahteraan masyarakat sehingga perdagangan antar negara juga semestinya berlaku atas asas keuntungan komparatif dan kompetittf masing-masing negara sehingga keduanya dapat saling mengambil keuntungan secara sendiri masing-masing dan secara bersama. Namun demikian, lanjut Didik, teori ini tidak berlaku lagi pada masa sekarang di mana politik adalah panglima yang menentukan kebijakan ekonomi, meskipun menabrak asas hukum ekonomi yang seharusnya berlaku.  “Jadi betul Menteri Keuangan ketika berbicara berbicara di hadapan ekonom, anggota ISEI dan asosiasi. Pengusaha bahwa asas, hukum dan teori ekonomi tidak bisa dipakai lagi.   Kebijakan ekonomi tidak lagi memadai atau bahkan bisa lagi diandalkan untuk menghadapi lengkah politik presiden Amerika Serikat ini,” ujarnya. Lalu untuk apa kita membuat kebijakan ekonomi terhadap masalah ekonomi, yang akarnya adalah politik dan tgerjadi di dalam sistem dan proses politik? Karena itu, Didik berharap respons kebijakan pemerintah adalah menukik ke akar masalahnya yakni politik.  Karena itu, mari kita beranjak masuk ke siklus kebijakan politik untuk merepons masalah-masalah ekonomi yang terjadi karena praktek kebijakan politik yang tidak berbasis asas dan hukum ekonomi. Pertama adalah antisipasi politik dan kebijakan pada level kesadaran (cognitive) dan para pengambil keputusan, dunia usaha dan masyarakan luas. “Kita harus menyadari dan menerima kenyataan pahit dan rasa campur aduk bahwa proses politik dan demokrasi bisa mendadak menghasilkan orang aneh seperti Donald Trump.  Produk turunannya adalah politik juga, yang tiba-tiba membuat kebijakan yang tidak masuk nalar teori dan asas hukum ekonomi.  Seluruh tatanan ekonomi dan perdagangan dunia yang didasarkan pada asas dan hukum ekonomi sudah dengan sendirinya roboh dan ambruk karena politik dan secara politik sah di negara demokrasi seperti Amerika Serikat,” ujarnya. Kemudian setelah menyadari masalah ini, pemerintah dalam hal ini presiden harus mengambil jalan politik juga karena akar masalah dari masalah ini adalah politik.  Pasalnya, akibat dan dampak dari tarif Trump ini sudah pasti terjadi. Ekspor Indonesia ke  Amerika Serikat sekitar 11-13% dari total ekspor ke seluruh dunia, bagian ini yang akan terkena dampak langsung. Andaikan ke depan ekspor ke AS ini terkena dampak penurunan sekitar 30%, maka dampaknya terhadap total ekspor Indonesia sekitar 3-4%. “Porsi inilah yang harus segerfa digantikan dengan pasar baru dan kesepakatan baru dengan negara-negara lain, yang juga terkena dampaknya,” ujarnya. Karena itu, Indonesia sebagai negara besar perlu melakukan konsolidasi politik membuat poros ketiga Bersama Asean, Asia Timur (Jepang, Korea Selatan, Taiwan), India. Amerika Latin (Brazil, Meksiko). Sejatinya dan secara politik kesintingan Trump ini adalah head to head dengan China, kita tidak perlu masuk ke dalam kutub tersebut. "
"Open House di Rumah Ketua MPR, Wamendagri Akui Ada Bahas Politik",02 April 2025,14:29 WIB,"JAKARTA- Wakil Menteri Dalam Negeri (Wamendagri) Bima Arya mengakui ada pembahasan politik saat open house lebaranIdul Fitri 1446H di rumah dinas Ketua MPR RI Ahmad Muzani. Bima Arya menyebutkan, selain pembahasan politik dibicarakan pula koordinasi kebijakan lintas lembaga. “Ya kalau politisi ketemu, ya nggak mungkin lah kita nggak bicara politik. Kalau para pimpinan ketemu ya pasti ada juga koordinasi-koordinasi kebijakan ya. Walaupun kita merasa ini ada waktu istirahat, jeda sebentar,” kata Bima di kawasan Jakarta Selatan, Rabu (2/4/2025). “Tapi tanggal 8 kita gaspol lagi gitu ya. Jadi kita tukar pikiran terkait dengan apa yang mau kita akselerasikan ke depan gitu. Saya ngobrol dengan Pak Hasan Nasbi juga, kepala PCO,"" sambung dia. Meski mengakui ada pembahasan politik, mantan Wali Kota Bogor itu tak mengungkap detail isi obrolan politik tersebut. Ia menambahkan, tak cuma soal politik, hal-hal ringan seperti kuliner juga dibahas tamu undangan yang hadir. ""Ya bagaimana kita sama-sama membangkitkan optimisme, membangun narasi yang positif, itu penting. Ini setelah bicara makanan,"" katanya. "
"Sekjen Gerindra Lebaran ke Rumah Megawati, Ngaku Tak Ngobrol Politik",31 Maret 2025,14:11 WIB,"JAKARTA- Sekretaris Jenderal (Sekjen) Partai Gerindra Ahmad Muzani turut menyambangi kediaman Ketua Umum PDI Perjuangan Megawati Soekarnoputri di Jalan Teuku Umar, Jakarta Pusat, Senin (31/3/2025). Selama pertemuan, Muzani mengaku tak membicarakan topik yang berat, termasuk politik. ""Nggak ada hal berat (diomongin), apalagi politik gak ada sama sekali,"" terang Muzani usai hadiri Halal Bihalal. Saat disinggung terkait Megawati menitipkan pesan ke Prabowo, Muzani tak menjawab. Ia menegaskan bahwa suasana hari ini masih nuansa Lebaran. ""Ini lagi lebaran, lagi lebaran,"" tutur Muzani sembari berjalan ke arah mobilnya. Ketua MPR RI ini pun menegaskan, Megawati juga tak melayangkan permintaan apapun. ""Nggak, nggak ada, permintaan pun gak ada. Gak ada, aman,"" pungkasnya. (Puteranegara Batubara)"
"Harta Kekayaan Atalia Praratya, Istri Ridwan Kamil yang Terjun ke Dunia Politik",28 Maret 2025,17:25 WIB,"JAKARTA- Harta kekayaan Atalia Praratya, istri Ridwan Kamil yang terjun ke dunia politik menarik diulas. Terlebih setelah belum lama ini rumah suaminya digeledah oleh Komisi Pemberantas Korupsi (KPK) untuk mengusut dugaan korupsi Bank BJB. Terkait penggeledahan rumah Ridwan Kamil ini merupakan subjek pertama dari 12 lokasi yang masuk daftar upaya paksa berupa geledah sebab dinilai penting dengan pertimbangan teknis penyidikan menurut Kasatgas Penyidik KPK Budi Sukmo. Pihak Ridwan Kamil sendiri menyebut akan kooperatif dengan KPK dengan memenuhi apapun yang diminta penyidik demi lancarnya proses pengusutan kasus Bank BJB. Tidak hanya rumah yang baru digeledah, mantan Gubernur Jawa Barat itu juga ditimpa dengan gosip perselingkuhan. Isu itu mencuat di berbagai platform sosial media, yang menyebut jika Kang Emil tengah selingkuh dengan salah satu selebgram. Meningkatnya pemberitaan terkait isu itu lantas membuat RK buka suara. Menurutnya, isu tersebut adalah fitnah keji berlandas ekonomi. Beberapa pemberitaan mengenai Ridwan Kamil itulah yang membuat keluarganya, yang termasuk sang istri ikut disorot. Istri Ridwan Kamil, Atalia Praratya kini telah resmi terjun ke dunia politik sebagai salah satu anggota DPR yang baru saja bertugas di tahun 2024 lalu. Sebelumnya, Atalia sempat menekuni profesi di dunia pendidikan sebagai dosen di Universitas Widyatama dan dosen tamu di sejumlah universitas. Setelah menjadi anggota legislatif, Atalia mulai rajin menyerahkan harta kekayaannya ke Laporan Harta Kekayaan Penyelenggara Negara (LHKPN). Dalam laporan LHKPN yang diserahkan pada 10 September 2024, ibu tiga anak itu tercatat memiliki kekayaan sebesar Rp 27,1 miliar. Dengan harta tanah dan bangunan jadi penyumbang kekayaan terbesar. - Tanah seluas 330 m2 di Gianyar Rp210.000.000 - Tanah seluas 1.585 m2 di Kota Bandung Rp6.585.675.000 - Tanah dan bangunan seluas 373 m2/ 382 m2 di Kota Bandung Rp2.734.015.000 - Tanah seluas 105 m2 di Kota Bandung Rp354.375.000 - Tanah seluas 105 m2 di Kota Bandung Rp354.375.000 - Tanah seluas 104 m2 di Kota Bandung Rp351.000.000 - Tanah seluas 104 m2 di Kota Bandung Rp351.000.000 - Tanah dan bangunan seluas 1294 m2/ 825 m2 di Kota Bandung Rp6.557.982.000 - Tanah dan bangunan seluas 19 m2 / 90 m2 di Kota Bandung Rp1.598.037.000 - Tanah seluas 600 m2 di Bandung Rp5.000.000 - Tanah seluas 300 m2 di Bandung Rp8.400.000 - Tanah seluas 300 m2 di Bandung Rp6.000.000 - Tanah seluas 480 m2 di Bandung Rp6.720.000 - Tanah seluas 550 m2 di Bandung Rp11.000.000 - Tanah seluas 610 m2 di Bandung Rp13.200.000 - Tanah seluas 1100 m2 di Bandung Rp8.540.000 - Tanah seluas 1100 m2 di Bandung Rp15.400.000 - Tanah seluas 3580 m2 di Bandung Rp69.600.000 - Tanah seluas 636 di Kota Bandung Rp52.152.000 - Bangunan seluas 26 m2 di Kota Bandung Rp276.270.000"
Jaksa KPK: Tak Ada Unsur Politik di Kasus Hasto Kristiyanto!,27 Maret 2025,10:50 WIB,"JAKARTA -Jaksa Penuntut Umum (JPU) KPK menegaskan proses penanganan perkara Sekjen PDIP Hasto Kristiyanto tak ada unsur politik. JPU menyebutkan penanganan perkaraHastoitu murni penegakan hukum. Demikian disampaikan JPU saat membacakan tanggapan eksepsi dalamsidangkasus dugaan suap dan perintangan penyidikan dengan terdakwa Hasto Kristiyanto di PN Tipikor Jakarta Pusat, Kamis (27/3/2025). ”Dalam eksepsi terdakwa halaman 2 sampai dengan 5 dan eksepsi penasihat hukum terdakwa halaman 13 sampai dengan 40, penasihat hukum dan terdakwa berdalih bahwa dalam penanganan perkara yang dihadapi oleh terdakwa karena adanya motif politik dan unsur balas dendam sehingga untuk membungkamnya digunakan instrumen hukum,” kata Jaksa. Jaksa menilai, eksepsi adanya unsur politik merupakan tidak benar. Ia mengatakan bahwa dugaan tersebut tidak relevan dengan alasan yang diperbolehkan untuk mengajukan eksepsi. “Terkait dengan alasan keberatan tersebut, penuntut umum berpendapat materi yang disampaikan penasihat hukum dan terdakwa tentang hal tersebut diatas adalah tidak benar dan tidak relevan dengan alasan yang diperkenankan untuk mengajukan keberatan atau eksepsi,” tuturnya. Jaksa pun menilai, dugaan unsur politik dalam penanganan perkara tersebut merupakan asumsi dariHastodan penasihat hukumnya. “Apa yang disampaikan terdakwa dan penishat hukum dalam persidangan tahun 21 Maret 2025 merupakan pendapat penasihat hukum dan terdakwa sendiri, yang berkesimpulan atas kasus yang menimpa terdakwa lebih banyak aspek politik dengan menggunakan hukum sebagai alat pembenar yang mengarah pada terjadinya kriminalisasi hukum, sebagai akibat tindakan kritis terdakwa dengan mencari-cari kesalahan pada diri terdakwa,” ungkapnya. "
Prabowo Diminta Cermat Baca Situasi Politik dan Tak Buat Demokrasi Mundur ke Belakang,24 Maret 2025,13:55 WIB,"JAKARTA- Pengesahan Rancangan Undang-Undang Tentara Nasional Indonesia (RUU TNI) menjadi UU oleh DPR pada Kamis 20 Maret 2025, dinilai menempatkan Presiden Prabowo Subianto sebagai mantan jenderal berada di persimpangan sulit. Demikian disampaikan pengamat hukum dan politik Dr Pieter C Zulkifli, SH., MH., dalam tulisan analisis politiknya. Prabowo dinilai dalam posisi harus menjaga hubungan dengan TNI dan memastikan demokrasi tidak mundur ke belakang. ""Sebab pengesahan RUU TNI menjadi UU memantik perdebatan panas di tengah masyarakat. Dengan usulan perluasan jabatan sipil bagi prajurit aktif, UU TNI ini dianggap mengancam semangat reformasi 1998 yang memisahkan peran militer dari urusan sipil,"" kata Pieter Zulkifli dalam keterangannya, Jakarta, Senin, 24 Maret 2025. Pieter Zulkifli mewanti-wanti Presiden Prabowo untuk lebih cermat membaca situasi agar tidak terjebak dalam permainan elite politik yang bisa mengancam stabilitas pemerintahannya. Mantan Ketua Komisi III DPR itu menduga ada gerakan politik terselubung yang berpotensi mendelegitimasi kekuasaannya. Dia menuturkan sejarah kerap menjadi saksi bagaimana bangsa ini menghadapi dilema antara kepentingan kekuasaan dan semangat reformasi. Pieter Zulkifli bahkan menilai saat ini Indonesia kembali dihadapkan pada sebuah kebijakan yang memantik kontroversi dengan mengesahkan Rancangan Undang-Undang Nomor 34 Tahun 2004 tentang Tentara Nasional Indonesia (TNI). ""Salah satu isu yang paling mengundang kegelisahan publik adalah perluasan cakupan jabatan sipil yang boleh diisi oleh prajurit TNI aktif. Dari sebelumnya hanya 10 institusi, kini diusulkan menjadi 15,"" ucapnya. Pieter Zulkifli mengungkapkan beberapa lembaga tambahan yang dimasukkan, seperti Badan Nasional Penanggulangan Bencana (BNPB) dan Kejaksaan Agung (Kejagung) justru menimbulkan tanda tanya besar, apakah hal itu masih sejalan dengan semangat reformasi. Sejak reformasi 1998, kata dia, negara sepakat bahwa TNI harus kembali ke barak dan fokus pada tugas utamanya, yaitu pertahanan negara. Reformasi TNI dengan tegas menolak keterlibatan prajurit aktif dalam urusan sipil. Namun, RUU TNI justru memberi ruang bagi TNI untuk kembali mengisi posisi strategis di kementerian dan lembaga sipil. Dia menekankan bila hal ini berbahaya, bukan hanya bagi demokrasi tetapi juga bagi legitimasi kekuasaan itu sendiri. ""Salah satu aspek yang mengundang kekhawatiran adalah bagaimana kebijakan ini dibuat dengan pola pikir post factum sesuatu yang sudah dilakukan terlebih dahulu, lalu baru dicari dasar hukumnya,"" kata dia. Pieter Zulifli mengatakan sejak era pemerintahan Presiden Joko Widodo (Jokowi), penempatan prajurit TNI aktif di kementerian dan lembaga sudah berjalan, hanya saja kini diperlukan legitimasi formal dalam UU TNI yang baru. ""Pendekatan ini jelas berbahaya. Kebijakan semestinya dibuat berdasarkan kajian mendalam sebelum diimplementasikan, bukan sebaliknya. Jika cara berpikir ini terus digunakan, maka akan ada banyak kebijakan lain yang justru mengikis prinsip-prinsip demokrasi dan supremasi hukum,"" katanya. Tak hanya itu, Pieter Zulkifli mengingatkan banyak pihak menentang revisi payung hukum itu bukan karena ingin membatasi peran TNI, tetapi karena khawatir akan kembali pada masa lalu ketika militer begitu dominan dalam pemerintahan sipil. Untuk itu, dia meminta Presiden Prabowo cermat dalam membaca situasi tersebut. Jika salah langkah, bukan hanya kebijakan ini yang akan dipersoalkan, tetapi juga kepemimpinannya secara keseluruhan. ""Di Senayan, RUU ini memang sudah diajukan sejak era Presiden Jokowi. Namun, mengapa baru sekarang muncul gelombang penolakan besar? Mengapa ketika Polri masih banyak ditempatkan di lembaga negara, tidak ada protes sebesar ini? Ada indikasi bahwa ada pihak yang mencoba memanfaatkan isu ini untuk mendelegitimasi kepemimpinan Prabowo,"" ucapnya. Di sisi lain, Pieter Zulkifli berpandangan di situasi politik yang dinamis seperti seksrang, muncul spekulasi bahwa ada gerakan di balik layar untuk menggoyang kekuasaan Presiden Prabowo. Bisa jadi, kata dia, keputusan merevisi UU TNI adalah permainan elite politik dan intelijen tertentu yang ingin menciptakan instabilitas di awal pemerintahannya. ""Prabowo harus berhati-hati dalam membaca situasi ini. Jangan sampai kebijakan yang terlihat kecil justru menjadi titik lemah yang dimanfaatkan lawan politiknya,"" kata dia. ""Orang-orang di sekelilingnya, terutama yang berada di sektor intelijen dan keamanan, harus cakap dan loyal. Salah strategi bisa membuat citranya jatuh lebih cepat dari yang dibayangkan,"" timpalnya. Pieter Zulkifli berharap ke depan Presiden Prabowo bisa lebih cerdik dalam mengelola isu. Dia memberikan sejumlah langkah yang bisa dilakukan Prabowo dalam menangani polemik UU TNI. ""Pertama, bisa mengevaluasi UU TNI itu jika memang ada celah yang berpotensi bertentangan dengan semangat reformasi,"" kata dia. Kedua, kata dia, mendekat ke rakyat dengan mengedepankan model kepemimpinan yang lebih membumi. Prabowo bisa memeluk dengan cinta dan melindungi hak-hak rakyat yang seringkali dipermainkan oleh oknum-oknum yang serakah. "
Plt Sekjen Perindo AYP: Kontestasi Politik 2024 Pembelajaran untuk Instrospeksi,21 Maret 2025,20:17 WIB,"JAKARTA- Plt. Sekretaris Jenderal (Sekjen) DPP Partai Perindo, Andi Yuslim Patawari (AYP) menanggapi wejangan yang disampaikan Ketua Majelis Persatuan Partai Perindo, Hary Tanoesoedibjo (HT) soal introspeksi keberadaan Perindo di tengah situasi politik terkini. Menurutnya kontestasi Pemilu 2024 menjadi pembelajaran berharga bagi Perindo untuk introspeksi.  ""Tentu masa lalu adalah pembelajaran bagi kita yang kita introspeksi adalah proses yang lalu kita akan berusaha dengan masukan yang ada, diskusi, kajian tentunya kita introspeksi diri agar lebih baik di hari mendatang,"" kata AYP saat ditemui di Kantor DPP Perindo, Menteng, Jakarta Pusat pada Jumat (21/3/2025).  AYP menambahkan bahwa kemajuan yang sudah dibuat hari ini pun harus lebih baik dari kemarin. Begitupun di masa mendatang dalam menyongsong kontestasi Pemilu 2029 harus lebih baik dari tahun sebelumnya."
"Sidang Eksepsi, Hasto Dikawal Pendukungnya Pakai Rompi Oranye Bertuliskan Tahanan Politik",21 Maret 2025,09:56 WIB,"JAKARTA- Pengadilan Tindak Pidana Korupsi (Tipikor) pada Pengadilan Negeri (PN) Jakarta Pusat kembali menggelar sidang dengan terdakwa Sekjen Partai Demokrasi Indonesia Perjuangan (PDIP)Hasto Kristiyanto, Jumat (21/3/2025). Sidang kali ini beragendakan pembacaan nota keberatan atau eksepsi Hasto atas dakwaan Jaksa Penuntut Umum (JPU). Sidang kasus dugaan suap pergantian antar waktu (PAW) anggota DPR RI dan perintangan penyidikannya ini digelar di ruang sidang Hatta Ali. Pantauan di lokasi, pada pukul 09.52 WIB kursi pengunjung ruang sidang sudah dipenuhi pendukung Hasto. Bukan hanya sekadar hadir di ruang sidang, mereka juga mengenakan pakaian yang se-ragam berupa rompi oranye. Di belakang rompi tersebut, tertulis Hasti tahanan politik. Setidaknya, terdapat 17 pendukung Hasto yang mengenakan rompi oranye di dalam ruang sidang. Bukan hanya di dalam, pendukung Hasto yang mengenakan rompi oranye juga terlihat di luar ruang sidang. "
"Pasar Modal, Krisis Politik Ekonomi dan Kebijakan",19 Maret 2025,23:42 WIB,"JAKARTA- Bagaimana membaca harga saham yang jatuh da terjungkal dalam beberapa hari ini? Pertanyaan ini hanya bisa dijawab secaraekonomi politik, sebab faktor yang berpengaruh tidak lain adalah faktor ekonomi politik, yakni gabungan dari keduanya ekonomi dan politik. Biasanya pemerintah baru selalu disambut positif oleh pasar karena pemilihan umum sejatinya adalah penyegaran kepemimpinan. Mayoritas rakyat pemilih mendukung pemerintah baru sebagai kerelaan untuk dipimpin oleh pemimpin yang baru. Masalah terjadi kalau di atas kertas formal mayoritas mendukung, tetapi proses demokrasinya penuh tekanan, politik uang, dan penyimpangan politik yang memanipulasi rakyat sehingga tidak benar-benar nyata dukungan riilnya. Tapi politik seperti ini adalah yang maksimal dihasilkan oleh suatu sistem pemerintahan dan rakyatnya, yang kemudian diuji dalam perjalanan kepemimpinan dan pemerintahan baru. Pasar modal adalah alarm atau wake up call terhadap politik dan kebijakan pemerintah. Yang pertama dan terangb benderangb faktor sdaham yangterjungkal tidak lain adalah faktor politik. Yang harus dan wajib diingat oleh pemerintah, pemimpin dan pengambil keputusan lebih dari dua pertiga dari masalah ekonomi adalah politik, sebaliknya masalah terbesar dari politik adalah ekonomi."
"Pengabdian, Hengky Kurniawan Tak Kapok Berkiprah di Politik",19 Maret 2025,10:02 WIB,"JAKARTA-Hengky Kurniawanmenegaskan jika dirinya tak kapok berkiprah di politik meski gagal di Pilkada 2024 untuk menjadi Bupati Bandung Barat. Dia merasa masih punya ambisi dalam mewujudkan impiannya itu. Hengky menjelaskan, berpolitik merupakan sebuah pengabdian yang bisa dipilih setiap orang. Dia juga menilai, politik sudah melekat dengan dirinya setelah belajar dan mendalami hal tersebut.  ""Kayaknya pengabdian di politik itu masih ada keinginan. Jadi memang itu menjadi salah satu passion saya. Kita lihat nanti lima tahun ke depan arahnya ke mana,"" kata Hengky Kurniawan di Kawasan Tendean, Mampang Prapatan, Jakarta Selatan belum lama ini. Sambil menunggu tahun politik, pria 42 tahun itu memilih menjalani bisnis properti hingga mulai menerima tawaran syuting lagi."
Vicky Pasetyo Temui Jokowi di Solo: Harus Punya Agresif Politik,14 Maret 2025,13:26 WIB,"SOLO–Vicky Prasetyomengunjungi kediaman mantan Presiden Joko Widodo (Jokowi) di Kelurahan Sumber, Kecamatan Banjarsari, Kota Solo, Jumat (14/3/2025) siang. Selain bersilaturahmi, Vicky Prasetyo menemui Jokowi untuk berkonsultasi setelah kalah dalam Pilkada Kabupaten Pemalang 2024. Vicky Prasetyo tiba di kediaman Jokowi sekitar pukul 11.00 WIB. Sebelum masuk ke ruang transit, ia mengaku kabarnya baik dan kondisinya sehat. Kedatangannya ke rumah Presiden RI ke-7 ini dalam rangka silaturahmi. Kebetulan, dirinya tengah ada agenda ke Solo. “Silaturahmi saja,” ucap Vicky Prasetyo. Sesaat setelah di ruang transit, Vicky Prasetyo dipersilakan masuk ke rumah dan melakukan pertemuan dengan Jokowi. “Evaluasi kemarin kan aku di Pilkada, harus punya agresif politik lagi, Hasrat politiknya jangan hilang. Banyak pembelajaran-pembelajaran, sering rajin turun,” kata Vicky Prasetyo usai bertemu Jokowi. Vicky Prasetyo mengakui sengaja sowan ke Jokowi karena sudah diagendakan. Pertemuan di antaranya membahas rencana dirinya ke depan seperti apa. Dia juga mengakui bahwa ke depan tetap akan terjun ke dunia politik. (Angkasa Yudhistira)"
"Sidang Perdana, Hasto: Saya Adalah Tahanan Politik!",14 Maret 2025,10:12 WIB,"JAKARTA -Sekretaris Jenderal PDIP,Hasto Kristiyantomenyebut dirinya merupakan tahanan politik. Hasto menilai, perkara yang dijerat kepada dirinya merupakan kriminalisasi hukum. ""Sikap saya tetap tidaklah berubah, hal-hal apa yang terjadi adalah suatu bentuk dari kriminalisasi hukum, karena kepentingan kekuasaan di luarnya, jadi saya adalah tahanan politik,"" kata Hasto jelang pembacaan surat dakwaan di Pengadilan Tipikor Jakarta, Jumat (14/3/2025). Namun begitu, Hasto percaya Pengadilan akan berjalan dengan adil. Sebab, ia meyakini adanya independensi lembaga pengadilan. ""Saya percaya terhadap independen dari lembaga pengadilan ini, sehingga dari tempat ini diharapkan bisa menjadi lambang supremasi penegakan hukum yang berkeadilan,"" tegasnya. Diketahui, Pengadilan Tipikor pada Pengadilan Negeri Jakarta Pusat menggelar sidang perdanaHasto Kristiyanto. Politikus PDIP itu akan mendengarkan dakwaan JPU terkait kasus dugaan suap pergantian antar waktu (PAW) dan perintangan penyidikannya. (Fahmi Firdaus )"
"Hasto Tiba di Ruang Sidang, Disambut Pendukung Berpakaian Tahanan Politik hingga Teriakan Merdeka",14 Maret 2025,09:29 WIB,"JAKARTA- Pengadilan Tindak Pidana Korupsi (Tipikor) pada Pengadilan Negeri Jakarta Pusat menggelar sidang perdana Sekretaris Jenderal (Sekjen) PDIP,Hasto Kristiyanto, Jumat (14/3/2025). Hasto akan mendengarkan dakwaan dalam kasus dugaan suap pergantian antar waktu (PAW) anggota DPR RI dan perintangan penyidikannya. Pantauan Okezone di lokasi, Hasto tiba di ruang sidang Hatta Ali sekira pukul 08.56 WIB dengan mengenakan rompi oranye tahanan KPK. Di dalam ruang sidang, sudah siap beberapa simpatisan Hasto yang kompak mengenakan pakaian berwarna hitam dengan tulisan di punggung 'Hasto tananan politik'. Para simpatisan kemudian meneriakkan 'merdeka' saat melihat Hasto memasuki ruangan. Hasto pun membalas hal tersebut dengan mengepalkan tangan. Selanjutnya politikusPDIPitu terlihat menyalami beberapa simpatisan yang hadir di persidangan. Sekadar informasi, KPK menjerat Hasto Kristiyanto dengan dua jeratan pasal sekaligus. Pasal pertama yakni suap yang mana Hasto bersama Harun Masiku diduga menyuap mantan komisioner KPU Wahyu Setiawan. Kedua, Hasto dijerat dengan pasal perintangan penyidikan. Sekjen PDIP itu diduga menghalangi upaya pencarian KPK terhadap Harun Masiku yang saat ini masih buron. "
